District,Month,Visitors,Year,Season
Narayanpet,April,0.0,2022,Winter
Narayanpet,May,0.0,2022,Monsoon
Narayanpet,June,0.0,2022,Summer
Narayanpet,July,0.0,2022,Autumn
Narayanpet,August,0.0,2022,Winter
Narayanpet,September,0.0,2022,Summer
Narayanpet,October,0.0,2022,Autumn
Narayanpet,November,0.0,2022,Autumn
Narayanpet,December,0.0,2022,Monsoon
Nirmal,January,0.0,2022,Monsoon
Nirmal,February,0.0,2022,Autumn
Nirmal,March,0.0,2022,Summer
Nirmal,April,0.0,2022,Summer
Nirmal,May,0.0,2022,Autumn
Nirmal,June,0.0,2022,Autumn
Nirmal,July,0.0,2022,Summer
Nirmal,August,0.0,2022,Monsoon
Nirmal,September,0.0,2022,Monsoon
Nirmal,October,0.0,2022,Monsoon
Nirmal,November,0.0,2022,Summer
Nirmal,December,0.0,2022,Autumn
Nizamabad,January,0.0,2022,Autumn
Nizamabad,February,0.0,2022,Summer
Nizamabad,March,0.0,2022,Winter
Nizamabad,April,0.0,2022,Autumn
Nizamabad,May,2.0,2022,Winter
Nizamabad,June,0.0,2022,Autumn
Nizamabad,July,0.0,2022,Summer
Nizamabad,August,0.0,2022,Autumn
Nizamabad,September,0.0,2022,Summer
Nizamabad,October,0.0,2022,Winter
Nizamabad,November,0.0,2022,Winter
Nizamabad,December,0.0,2022,Monsoon
Peddapa li,January,0.0,2022,Autumn
Peddapa li,February,0.0,2022,Autumn
Peddapa li,March,0.0,2022,Autumn
Peddapa li,April,0.0,2022,Summer
Peddapa li,May,0.0,2022,Autumn
Peddapa li,June,0.0,2022,Monsoon
Peddapa li,July,0.0,2022,Summer
Peddapa li,August,0.0,2022,Winter
Peddapa li,September,0.0,2022,Monsoon
Peddapa li,October,0.0,2022,Monsoon
Peddapa li,November,0.0,2022,Monsoon
Peddapa li,December,0.0,2022,Winter
Rajanna Sircilla,January,0.0,2022,Winter
Rajanna Sircilla,February,0.0,2022,Winter
Rajanna Sircilla,March,0.0,2022,Winter
Rajanna Sircilla,April,0.0,2022,Monsoon
Rajanna Sircilla,May,0.0,2022,Monsoon
Rajanna Sircilla,June,0.0,2022,Winter
Rajanna Sircilla,July,0.0,2022,Winter
Rajanna Sircilla,August,0.0,2022,Winter
Rajanna Sircilla,September,0.0,2022,Autumn
Rajanna Sircilla,October,0.0,2022,Autumn
Rajanna Sircilla,November,0.0,2022,Monsoon
Rajanna Sircilla,December,0.0,2022,Summer
Sangareddy,January,0.0,2022,Winter
Sangareddy,February,0.0,2022,Autumn
Sangareddy,March,0.0,2022,Monsoon
Sangareddy,April,0.0,2022,Winter
Sangareddy,May,0.0,2022,Winter
Sangareddy,June,0.0,2022,Winter
Sangareddy,July,0.0,2022,Autumn
Sangareddy,August,0.0,2022,Monsoon
Sangareddy,September,0.0,2022,Winter
Sangareddy,October,0.0,2022,Monsoon
Sangareddy,November,0.0,2022,Autumn
Sangareddy,December,0.0,2022,Summer
Siddip et,January,0.0,2022,Monsoon
Siddip et,February,0.0,2022,Autumn
Siddip et,March,0.0,2022,Summer
Siddip et,April,0.0,2022,Autumn
Siddip et,May,0.0,2022,Summer
Siddip et,June,0.0,2022,Autumn
Siddip et,July,0.0,2022,Winter
Siddip et,August,0.0,2022,Winter
Siddip et,September,0.0,2022,Monsoon
Siddip et,October,0.0,2022,Monsoon
Siddip et,November,0.0,2022,Monsoon
Siddip et,December,0.0,2022,Monsoon
Suryapet,January,0.0,2022,Monsoon
Suryapet,February,0.0,2022,Autumn
Suryapet,March,0.0,2022,Winter
Suryapet,April,0.0,2022,Winter
Suryapet,May,0.0,2022,Monsoon
Suryapet,June,0.0,2022,Autumn
Suryapet,July,0.0,2022,Summer
Suryapet,August,0.0,2022,Summer
Suryapet,September,0.0,2022,Summer
Suryapet,October,0.0,2022,Winter
Suryapet,November,0.0,2022,Summer
Suryapet,December,0.0,2022,Autumn
Wanaparthy,January,0.0,2022,Summer
Wanaparthy,February,0.0,2022,Winter
Wanaparthy,March,0.0,2022,Monsoon
Wanaparthy,April,0.0,2022,Summer
Wanaparthy,May,0.0,2022,Winter
Wanaparthy,June,0.0,2022,Monsoon
Wanaparthy,July,0.0,2022,Autumn
Wanaparthy,August,0.0,2022,Winter
Wanaparthy,September,0.0,2022,Winter
Wanaparthy,October,0.0,2022,Summer
Wanaparthy,November,0.0,2022,Winter
Wanaparthy,December,0.0,2022,Autumn
Warangal (Rural),January,0.0,2022,Winter
Warangal (Rural),February,0.0,2022,Summer
Warangal (Rural),March,0.0,2022,Autumn
Warangal (Rural),April,0.0,2022,Winter
Warangal (Rural),May,0.0,2022,Monsoon
Warangal (Rural),June,0.0,2022,Winter
Warangal (Rural),July,0.0,2022,Summer
Warangal (Rural),August,11.0,2022,Monsoon
Warangal (Rural),September,13.0,2022,Autumn
Warangal (Rural),October,0.0,2022,Monsoon
Warangal (Rural),November,12.0,2022,Autumn
Warangal (Rural),December,11.0,2022,Monsoon
Yadadri Bhongir,0,2022.0,Winter,Monsoon
Yadadri Bhongir,0,2022.0,Winter,Monsoon
Yadadri Bhongir,0,2022.0,Summer,Monsoon
Yadadri Bhongir,0,2022.0,Summer,Winter
Yadadri Bhongir,0,2022.0,Summer,Summer
Yadadri Bhongir,0,2022.0,Monsoon,Autumn
Yadadri Bhongir,0,2022.0,Monsoon,Monsoon
Yadadri Bhongir,0,2022.0,Monsoon,Winter
Yadadri Bhongir,0,2022.0,Monsoon,Winter
Yadadri Bhongir,0,2022.0,Autumn,Autumn
Yadadri Bhongir,0,2022.0,Autumn,Summer
Yadadri Bhongir,0,2022.0,Winter,Autumn
Adilabad,January,0.0,2023,Autumn
Adilabad,February,0.0,2023,Monsoon
Adilabad,March,0.0,2023,Monsoon
Adilabad,April,0.0,2023,Winter
Adilabad,May,0.0,2023,Winter
Adilabad,June,0.0,2023,Summer
Adilabad,July,0.0,2023,Winter
Adilabad,August,0.0,2023,Winter
Adilabad,September,0.0,2023,Autumn
Adilabad,October,0.0,2023,Autumn
Adilabad,November,0.0,2023,Monsoon
Adilabad,December,0.0,2023,Autumn
Komaram Bheem Asifabad,January,0.0,2023,Summer
Komaram Bheem Asifabad,February,0.0,2023,Monsoon
Komaram Bheem Asifabad,March,0.0,2023,Monsoon
Komaram Bheem Asifabad,April,0.0,2023,Summer
Komaram Bheem Asifabad,May,0.0,2023,Monsoon
Komaram Bheem Asifabad,June,0.0,2023,Winter
Komaram Bheem Asifabad,July,0.0,2023,Winter
Komaram Bheem Asifabad,August,0.0,2023,Autumn
Komaram Bheem Asifabad,September,0.0,2023,Autumn
Komaram Bheem Asifabad,October,0.0,2023,Monsoon
Komaram Bheem Asifabad,November,0.0,2023,Monsoon
Komaram Bheem Asifabad,December,0.0,2023,Summer
Mancherial,January,0.0,2023,Winter
Mancherial,February,0.0,2023,Autumn
Mancherial,March,0.0,2023,Summer
Mancherial,April,0.0,2023,Monsoon
Mancherial,May,0.0,2023,Winter
Mancherial,June,0.0,2023,Winter
Mancherial,July,0.0,2023,Monsoon
Mancherial,August,0.0,2023,Autumn
Mancherial,September,0.0,2023,Winter
Mancherial,October,0.0,2023,Autumn
Mancherial,November,0.0,2023,Summer
Mancherial,December,0.0,2023,Winter
Nirmal,January,0.0,2023,Autumn
Nirmal,February,0.0,2023,Autumn
Nirmal,March,0.0,2023,Summer
Nirmal,April,0.0,2023,Autumn
Nirmal,May,0.0,2023,Autumn
Nirmal,June,0.0,2023,Monsoon
Nirmal,July,0.0,2023,Summer
Nirmal,August,0.0,2023,Summer
Nirmal,September,0.0,2023,Autumn
Nirmal,October,0.0,2023,Winter
Nirmal,November,0.0,2023,Monsoon
Nirmal,December,0.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",January,20226.0,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",February,18838.0,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",March,20599.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",April,5802.0,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",May,8674.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",June,9320.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",July,12893.0,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",August,7979.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",September,17984.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",October,11021.0,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",November,13031.0,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",December,14178.0,2023,Monsoon
Karimnagar,January,0.0,2023,Summer
Karimnagar,February,0.0,2023,Monsoon
Karimnagar,March,0.0,2023,Monsoon
Karimnagar,April,0.0,2023,Monsoon
Karimnagar,May,0.0,2023,Winter
Karimnagar,June,0.0,2023,Winter
Karimnagar,July,0.0,2023,Winter
Karimnagar,August,0.0,2023,Monsoon
Karimnagar,September,0.0,2023,Autumn
Karimnagar,October,0.0,2023,Winter
Karimnagar,November,0.0,2023,Monsoon
Karimnagar,December,0.0,2023,Winter
Jagtial,January,0.0,2023,Monsoon
Jagtial,February,0.0,2023,Summer
Jagtial,March,0.0,2023,Winter
Jagtial,April,0.0,2023,Summer
Jagtial,May,0.0,2023,Autumn
Jagtial,June,0.0,2023,Autumn
Jagtial,July,0.0,2023,Autumn
Jagtial,August,0.0,2023,Monsoon
Jagtial,September,0.0,2023,Summer
Jagtial,October,0.0,2023,Monsoon
Jagtial,November,0.0,2023,Winter
Jagtial,December,0.0,2023,Autumn
Peddapalli,January,0.0,2023,Summer
Peddapalli,February,0.0,2023,Monsoon
Peddapalli,March,0.0,2023,Autumn
Peddapalli,April,0.0,2023,Winter
Peddapalli,May,0.0,2023,Summer
Peddapalli,June,0.0,2023,Monsoon
Peddapalli,July,0.0,2023,Winter
Peddapalli,August,0.0,2023,Monsoon
Peddapalli,September,0.0,2023,Summer
Peddapalli,October,0.0,2023,Autumn
Peddapalli,November,0.0,2023,Winter
Peddapalli,December,0.0,2023,Autumn
Rajarina Sircilla,January,0.0,2023,Autumn
Rajarina Sircilla,February,0.0,2023,Autumn
Rajarina Sircilla,March,0.0,2023,Summer
Rajarina Sircilla,April,0.0,2023,Winter
Rajarina Sircilla,May,0.0,2023,Winter
Rajarina Sircilla,June,0.0,2023,Autumn
Rajarina Sircilla,July,0.0,2023,Autumn
Rajarina Sircilla,August,0.0,2023,Monsoon
Rajarina Sircilla,September,0.0,2023,Winter
Rajarina Sircilla,October,0.0,2023,Winter
Rajarina Sircilla,November,0.0,2023,Winter
Rajarina Sircilla,December,0.0,2023,Winter
Khammam,January,0.0,2023,Monsoon
Khammam,February,0.0,2023,Autumn
Khammam,March,0.0,2023,Winter
Khammam,April,0.0,2023,Summer
Khammam,May,0.0,2023,Summer
Khammam,June,0.0,2023,Winter
Khammam,July,0.0,2023,Winter
Khammam,August,0.0,2023,Autumn
Khammam,September,0.0,2023,Winter
Khammam,October,0.0,2023,Autumn
Khammam,November,0.0,2023,Summer
Khammam,December,0.0,2023,Winter
Bhadradri Kothagudem,January,0.0,2023,Autumn
Bhadradri Kothagudem,February,0.0,2023,Winter
Bhadradri Kothagudem,March,0.0,2023,Summer
Bhadradri Kothagudem,April,0.0,2023,Autumn
Bhadradri Kothagudem,May,0.0,2023,Winter
Bhadradri Kothagudem,June,0.0,2023,Autumn
Bhadradri Kothagudem,July,0.0,2023,Winter
Bhadradri Kothagudem,August,0.0,2023,Monsoon
Bhadradri Kothagudem,September,0.0,2023,Winter
Bhadradri Kothagudem,October,0.0,2023,Autumn
Bhadradri Kothagudem,November,0.0,2023,Winter
Bhadradri Kothagudem,December,0.0,2023,Autumn
Mababubnagar,January,0.0,2023,Summer
Mababubnagar,February,0.0,2023,Summer
Mababubnagar,March,0.0,2023,Summer
Mababubnagar,April,0.0,2023,Winter
Mababubnagar,May,0.0,2023,Autumn
Mababubnagar,June,0.0,2023,Monsoon
Mababubnagar,July,0.0,2023,Autumn
Mababubnagar,August,0.0,2023,Summer
Mababubnagar,September,0.0,2023,Summer
Mababubnagar,October,0.0,2023,Monsoon
Mababubnagar,November,0.0,2023,Winter
Mababubnagar,December,0.0,2023,Summer
Jogulamha Gadwal,January,0.0,2023,Summer
Jogulamha Gadwal,February,0.0,2023,Autumn
Jogulamha Gadwal,March,0.0,2023,Winter
Jogulamha Gadwal,April,0.0,2023,Winter
Jogulamha Gadwal,May,0.0,2023,Monsoon
Jogulamha Gadwal,June,0.0,2023,Winter
Jogulamha Gadwal,July,0.0,2023,Winter
Jogulamha Gadwal,August,0.0,2023,Autumn
Jogulamha Gadwal,September,0.0,2023,Monsoon
Jogulamha Gadwal,October,0.0,2023,Autumn
Jogulamha Gadwal,November,0.0,2023,Summer
Jogulamha Gadwal,December,0.0,2023,Autumn
Nagarkurnool,January,0.0,2023,Autumn
Nagarkurnool,February,0.0,2023,Summer
Nagarkurnool,March,0.0,2023,Summer
Nagarkurnool,April,0.0,2023,Monsoon
Nagarkurnool,May,0.0,2023,Monsoon
Nagarkurnool,June,0.0,2023,Autumn
Nagarkurnool,July,0.0,2023,Summer
Nagarkurnool,August,0.0,2023,Winter
Nagarkurnool,September,0.0,2023,Monsoon
Nagarkurnool,October,0.0,2023,Monsoon
Nagarkurnool,November,0.0,2023,Winter
Nagarkurnool,December,0.0,2023,Winter
Wanaparthy,January,0.0,2023,Autumn
Wanaparthy,February,0.0,2023,Autumn
Wanaparthy,March,0.0,2023,Autumn
Wanaparthy,April,0.0,2023,Autumn
Wanaparthy,May,0.0,2023,Monsoon
Wanaparthy,June,0.0,2023,Summer
Wanaparthy,July,0.0,2023,Winter
Wanaparthy,August,0.0,2023,Autumn
Wanaparthy,September,0.0,2023,Monsoon
Wanaparthy,October,0.0,2023,Summer
Wanaparthy,November,0.0,2023,Summer
Wanaparthy,December,0.0,2023,Monsoon
Narayanapet,January,0.0,2023,Autumn
Narayanapet,February,0.0,2023,Autumn
Narayanapet,March,0.0,2023,Summer
Narayanapet,April,0.0,2023,Monsoon
Narayanapet,May,0.0,2023,Summer
Narayanapet,June,0.0,2023,Winter
Narayanapet,July,0.0,2023,Autumn
Narayanapet,August,0.0,2023,Autumn
Narayanapet,September,0.0,2023,Autumn
Narayanapet,October,0.0,2023,Autumn
Narayanapet,November,0.0,2023,Summer
Narayanapet,December,0.0,2023,Monsoon
Medak,January,0.0,2023,Summer
Medak,February,0.0,2023,Winter
Medak,March,0.0,2023,Autumn
Medak,April,0.0,2023,Winter
Medak,May,0.0,2023,Winter
Medak,June,0.0,2023,Autumn
Medak,July,0.0,2023,Monsoon
Medak,August,0.0,2023,Winter
Medak,September,0.0,2023,Summer
Medak,October,0.0,2023,Autumn
Medak,November,0.0,2023,Winter
Medak,December,0.0,2023,Winter
Sangareddy,January,0.0,2023,Summer
Sangareddy,February,0.0,2023,Winter
Sangareddy,March,0.0,2023,Monsoon
Sangareddy,April,0.0,2023,Summer
Sangareddy,May,0.0,2023,Winter
Sangareddy,June,0.0,2023,Winter
Sangareddy,July,0.0,2023,Autumn
Sangareddy,August,0.0,2023,Autumn
Sangareddy,September,0.0,2023,Winter
Sangareddy,October,0.0,2023,Autumn
Sangareddy,November,0.0,2023,Winter
Sangareddy,December,0.0,2023,Summer
Siddipet,January,0.0,2023,Winter
Siddipet,February,0.0,2023,Autumn
Siddipet,March,0.0,2023,Autumn
Siddipet,April,0.0,2023,Autumn
Siddipet,May,0.0,2023,Winter
Siddipet,June,0.0,2023,Summer
Siddipet,July,0.0,2023,Winter
Siddipet,August,0.0,2023,Winter
Siddipet,September,0.0,2023,Winter
Siddipet,October,0.0,2023,Summer
Siddipet,November,0.0,2023,Summer
Siddipet,December,0.0,2023,Autumn
Nalgonda & Suryapet,January,0.0,2023,Winter
Nalgonda & Suryapet,February,0.0,2023,Winter
Nalgonda & Suryapet,March,0.0,2023,Summer
Nalgonda & Suryapet,April,0.0,2023,Summer
Nalgonda & Suryapet,May,0.0,2023,Autumn
Nalgonda & Suryapet,June,0.0,2023,Autumn
Nalgonda & Suryapet,July,0.0,2023,Summer
Nalgonda & Suryapet,August,0.0,2023,Winter
Nalgonda & Suryapet,September,0.0,2023,Summer
Nalgonda & Suryapet,October,0.0,2023,Summer
Nalgonda & Suryapet,November,0.0,2023,Winter
Nalgonda & Suryapet,December,0.0,2023,Winter
Yadadri Bhongir,January,0.0,2023,Monsoon
Yadadri Bhongir,February,29.0,2023,Winter
Yadadri Bhongir,March,0.0,2023,Summer
Yadadri Bhongir,April,0.0,2023,Winter
Yadadri Bhongir,May,0.0,2023,Summer
Yadadri Bhongir,June,0.0,2023,Autumn
Yadadri Bhongir,July,7.0,2023,Autumn
Yadadri Bhongir,August,0.0,2023,Monsoon
Yadadri Bhongir,September,0.0,2023,Winter
Yadadri Bhongir,October,0.0,2023,Winter
Yadadri Bhongir,November,0.0,2023,Summer
Yadadri Bhongir,December,0.0,2023,Monsoon
Nizamabad,January,0.0,2023,Autumn
Nizamabad,February,0.0,2023,Autumn
Nizamabad,March,0.0,2023,Monsoon
Nizamabad,April,0.0,2023,Monsoon
Nizamabad,May,0.0,2023,Monsoon
Nizamabad,June,0.0,2023,Winter
Nizamabad,July,0.0,2023,Winter
Nizamabad,August,0.0,2023,Winter
Nizamabad,September,0.0,2023,Autumn
Nizamabad,October,0.0,2023,Monsoon
Nizamabad,November,0.0,2023,Autumn
Nizamabad,December,0.0,2023,Monsoon
Kamareddy,January,0.0,2023,Summer
Kamareddy,February,0.0,2023,Summer
Kamareddy,March,0.0,2023,Summer
Kamareddy,April,0.0,2023,Autumn
Kamareddy,May,0.0,2023,Summer
Kamareddy,June,0.0,2023,Summer
Kamareddy,July,0.0,2023,Winter
Kamareddy,August,0.0,2023,Monsoon
Kamareddy,September,0.0,2023,Monsoon
Kamareddy,October,0.0,2023,Winter
Kamareddy,November,0.0,2023,Autumn
Kamareddy,December,0.0,2023,Winter
Hanumakonda,January,5.0,2023,Monsoon
Hanumakonda,February,7.0,2023,Monsoon
Hanumakonda,March,9.0,2023,Summer
Hanumakonda,April,9.0,2023,Winter
Hanumakonda,May,10.0,2023,Winter
Hanumakonda,June,8.0,2023,Monsoon
Hanumakonda,July,9.0,2023,Winter
Hanumakonda,August,10.0,2023,Autumn
Hanumakonda,September,8.0,2023,Winter
Hanumakonda,October,10.0,2023,Summer
Hanumakonda,November,10.0,2023,Summer
Hanumakonda,December,10.0,2023,Winter
Warangal (Rural),January,6.0,2023,Autumn
Warangal (Rural),February,6.0,2023,Summer
Warangal (Rural),March,6.0,2023,Monsoon
Warangal (Rural),April,8.0,2023,Summer
Warangal (Rural),May,10.0,2023,Summer
Warangal (Rural),June,6.0,2023,Summer
Warangal (Rural),July,8.0,2023,Monsoon
Warangal (Rural),August,9.0,2023,Monsoon
Warangal (Rural),September,9.0,2023,Monsoon
Warangal (Rural),October,10.0,2023,Summer
Warangal (Rural),November,11.0,2023,Summer
Warangal (Rural),December,10.0,2023,Winter
Jangann,January,0.0,2023,Autumn
Jangann,February,0.0,2023,Monsoon
Jangann,March,0.0,2023,Autumn
Jangann,April,0.0,2023,Monsoon
Jangann,May,0.0,2023,Monsoon
Jangann,June,0.0,2023,Summer
Jangann,July,0.0,2023,Summer
Jangann,August,0.0,2023,Winter
Jangann,September,0.0,2023,Autumn
Jangann,October,0.0,2023,Winter
Jangann,November,0.0,2023,Summer
Jangann,December,0.0,2023,Winter
Jayashankar Bhoopalpally,January,0.0,2023,Monsoon
Jayashankar Bhoopalpally,February,0.0,2023,Winter
Jayashankar Bhoopalpally,March,0.0,2023,Autumn
Jayashankar Bhoopalpally,April,0.0,2023,Summer
Jayashankar Bhoopalpally,May,0.0,2023,Autumn
Jayashankar Bhoopalpally,June,0.0,2023,Winter
Jayashankar Bhoopalpally,July,0.0,2023,Winter
Jayashankar Bhoopalpally,August,0.0,2023,Summer
Jayashankar Bhoopalpally,September,0.0,2023,Summer
Jayashankar Bhoopalpally,October,0.0,2023,Summer
Jayashankar Bhoopalpally,November,0.0,2023,Autumn
Jayashankar Bhoopalpally,December,0.0,2023,Summer
Mahabubabad,January,0.0,2023,Summer
Mahabubabad,February,0.0,2023,Monsoon
Mahabubabad,March,0.0,2023,Summer
Mahabubabad,April,0.0,2023,Monsoon
Mahabubabad,May,0.0,2023,Monsoon
Mahabubabad,June,0.0,2023,Winter
Mahabubabad,July,0.0,2023,Summer
Mahabubabad,August,0.0,2023,Autumn
Mahabubabad,September,0.0,2023,Winter
Mahabubabad,October,0.0,2023,Summer
Mahabubabad,November,0.0,2023,Winter
Mahabubabad,December,0.0,2023,Autumn
Mulugu,January,10.0,2023,Winter
Mulugu,February,8.0,2023,Autumn
Mulugu,March,15.0,2023,Monsoon
Mulugu,April,15.0,2023,Winter
Mulugu,May,13.0,2023,Autumn
Mulugu,June,8.0,2023,Monsoon
Mulugu,July,8.0,2023,Monsoon
Mulugu,August,10.0,2023,Monsoon
Mulugu,September,10.0,2023,Autumn
Mulugu,October,10.0,2023,Autumn
Mulugu,November,10.0,2023,Winter
Mulugu,December,10.0,2023,Autumn
Adilabad,January,621850.0,2020,Autumn
Adilabad,February,29421.0,2020,Monsoon
Adilabad,March,9430.0,2020,Autumn
Adilabad,June,1909.0,2020,Monsoon
Adilabad,July,549.0,2020,Summer
Adilabad,August,654.0,2020,Monsoon
Adilabad,September,3978.0,2020,Autumn
Adilabad,October,15128.0,2020,Summer
Adilabad,November,27525.0,2020,Summer
Adilabad,December,61403.0,2020,Winter
Bhadradri Kothagudem ,January,269310.0,2020,Monsoon
Bhadradri Kothagudem ,February,238140.0,2020,Monsoon
Bhadradri Kothagudem ,March,79871.0,2020,Summer
Bhadradri Kothagudem ,June,15399.0,2020,Monsoon
Bhadradri Kothagudem ,July,15130.0,2020,Summer
Bhadradri Kothagudem ,August,26350.0,2020,Summer
Bhadradri Kothagudem ,September,30957.0,2020,Autumn
Bhadradri Kothagudem ,October,49203.0,2020,Winter
Bhadradri Kothagudem ,November,76900.0,2020,Summer
Bhadradri Kothagudem ,December,80842.0,2020,Monsoon
Hyderabad,January,1157153.0,2020,Winter
Hyderabad,February,868641.0,2020,Monsoon
Hyderabad,March,321650.0,2020,Monsoon
Hyderabad,September,21861.0,2020,Autumn
Hyderabad,October,167510.0,2020,Summer
Hyderabad,November,272276.0,2020,Summer
Hyderabad,December,442895.0,2020,Summer
Jagtial ,January,340174.0,2020,Monsoon
Jagtial ,February,186484.0,2020,Autumn
Jagtial ,March,347014.0,2020,Monsoon
Jagtial ,June,14228.0,2020,Monsoon
Jagtial ,July,41752.0,2020,Summer
Jagtial ,August,34496.0,2020,Summer
Jagtial ,September,83012.0,2020,Summer
Jagtial ,October,83004.0,2020,Autumn
Jagtial ,November,154438.0,2020,Autumn
Jagtial ,December,155757.0,2020,Summer
Jangaon ,January,28150.0,2020,Monsoon
Jangaon ,February,26390.0,2020,Autumn
Jangaon ,March,21430.0,2020,Summer
Jangaon ,July,2600.0,2020,Summer
Jangaon ,August,2750.0,2020,Summer
Jangaon ,September,2700.0,2020,Autumn
Jangaon ,October,3050.0,2020,Winter
Jangaon ,November,12070.0,2020,Monsoon
Jangaon ,December,11860.0,2020,Summer
Jayashankar Bhoopalpally,January,50500.0,2020,Summer
Jayashankar Bhoopalpally,February,59000.0,2020,Autumn
Jayashankar Bhoopalpally,March,34200.0,2020,Summer
Jayashankar Bhoopalpally,July,5600.0,2020,Monsoon
Jayashankar Bhoopalpally,August,7000.0,2020,Monsoon
Jayashankar Bhoopalpally,September,7600.0,2020,Winter
Jayashankar Bhoopalpally,October,8000.0,2020,Monsoon
Jayashankar Bhoopalpally,November,15000.0,2020,Winter
Jayashankar Bhoopalpally,December,15200.0,2020,Monsoon
Jogulamba Gadwal ,January,146441.0,2020,Autumn
Jogulamba Gadwal ,February,481110.0,2020,Winter
Jogulamba Gadwal ,March,24013.0,2020,Summer
Jogulamba Gadwal ,June,26013.0,2020,Monsoon
Jogulamba Gadwal ,July,88182.0,2020,Winter
Jogulamba Gadwal ,August,106925.0,2020,Summer
Jogulamba Gadwal ,September,131485.0,2020,Monsoon
Jogulamba Gadwal ,October,116753.0,2020,Autumn
Jogulamba Gadwal ,November,228325.0,2020,Winter
Jogulamba Gadwal ,December,184380.0,2020,Summer
Kamareddy ,January,45.0,2020,Autumn
Kamareddy ,February,42.0,2020,Monsoon
Kamareddy ,March,30.0,2020,Monsoon
Kamareddy ,July,38.0,2020,Summer
Kamareddy ,August,42.0,2020,Summer
Kamareddy ,September,55.0,2020,Summer
Kamareddy ,October,39.0,2020,Winter
Kamareddy ,November,46.0,2020,Winter
Kamareddy ,December,48.0,2020,Winter
Karimnagar ,January,12057.0,2020,Autumn
Karimnagar ,February,8359.0,2020,Monsoon
Karimnagar ,March,6100.0,2020,Autumn
Karimnagar ,June,540.0,2020,Autumn
Karimnagar ,July,850.0,2020,Monsoon
Karimnagar ,August,2500.0,2020,Monsoon
Karimnagar ,September,2250.0,2020,Monsoon
Karimnagar ,October,3258.0,2020,Monsoon
Karimnagar ,November,4100.0,2020,Summer
Karimnagar ,December,4200.0,2020,Autumn
Khammam,January,114752.0,2020,Monsoon
Khammam,February,114417.0,2020,Winter
Khammam,March,57137.0,2020,Autumn
Khammam,June,12806.0,2020,Summer
Khammam,July,9104.0,2020,Summer
Khammam,August,7942.0,2020,Winter
Khammam,September,9078.0,2020,Monsoon
Khammam,October,27858.0,2020,Winter
Khammam,November,40647.0,2020,Monsoon
Khammam,December,37084.0,2020,Monsoon
Komaram Bheem Asifabad,January,2463.0,2020,Monsoon
Komaram Bheem Asifabad,February,1593.0,2020,Monsoon
Komaram Bheem Asifabad,March,812.0,2020,Autumn
Komaram Bheem Asifabad,June,60.0,2020,Monsoon
Komaram Bheem Asifabad,July,56.0,2020,Autumn
Komaram Bheem Asifabad,August,55.0,2020,Winter
Komaram Bheem Asifabad,September,165.0,2020,Monsoon
Komaram Bheem Asifabad,October,533.0,2020,Winter
Komaram Bheem Asifabad,November,637.0,2020,Summer
Komaram Bheem Asifabad,December,649.0,2020,Winter
Mahabubabad ,January,12290.0,2020,Summer
Mahabubabad ,February,12180.0,2020,Winter
Mahabubabad ,March,8300.0,2020,Summer
Mahabubabad ,July,1400.0,2020,Summer
Mahabubabad ,August,1800.0,2020,Winter
Mahabubabad ,September,1950.0,2020,Monsoon
Mahabubabad ,October,2200.0,2020,Autumn
Mahabubabad ,November,3450.0,2020,Autumn
Mahabubabad ,December,3370.0,2020,Monsoon
Mahbubnagar,January,122530.0,2020,Summer
Mahbubnagar,February,552303.0,2020,Winter
Mahbubnagar,March,25577.0,2020,Summer
Mahbubnagar,June,20956.0,2020,Autumn
Mahbubnagar,July,60255.0,2020,Winter
Mahbubnagar,August,73928.0,2020,Summer
Mahbubnagar,September,135984.0,2020,Winter
Mahbubnagar,October,94083.0,2020,Summer
Mahbubnagar,November,98683.0,2020,Monsoon
Mahbubnagar,December,111514.0,2020,Autumn
Mancherial,January,25661.0,2020,Monsoon
Mancherial,February,41809.0,2020,Monsoon
Mancherial,March,9855.0,2020,Autumn
Mancherial,June,210.0,2020,Autumn
Mancherial,July,290.0,2020,Monsoon
Mancherial,August,302.0,2020,Winter
Mancherial,September,2758.0,2020,Autumn
Mancherial,October,4745.0,2020,Autumn
Mancherial,November,6717.0,2020,Winter
Mancherial,December,10439.0,2020,Winter
